Date,Factor_Q1,Factor_Q2,Factor_Q3,Factor_Q4,Factor_Q5,Log_Return_Q1,Log_Return_Q2,Log_Return_Q3,Log_Return_Q4,Log_Return_Q5,FM_Return,Factor
2012-02-01,-0.05617803709432685,-0.010302954135812442,-0.0060801935538342105,-0.0017155018155724003,0.01116333271166199,0.03231810760307914,0.02289468034784723,0.01516461169712262,0.06390413588107106,0.07960682475460708,-0.04728871715152794,OperCashFlowToMarketCap_Change_66
2012-03-01,-0.20034414723254984,-0.01728722904714326,-0.0071712452967955045,0.0029179709787276057,0.0929104677533474,0.030575854954599066,0.03215880907645776,0.03982553148494618,0.02792659617063493,0.030603219644153964,-2.7364689554897764e-05,OperCashFlowToMarketCap_Change_66
2012-03-30,-0.16070167911414798,-0.010790487050612663,-0.0016992773608655524,0.010242033543810269,0.09450989944658839,-0.04381969585616925,-0.010383580892715162,0.0047987165331050885,0.007508152869425714,-0.014342583568174206,-0.029477112287995044,OperCashFlowToMarketCap_Change_66
2012-05-01,-0.12041136561289106,-0.00561726484585279,0.0030296438039492265,0.013510831328640338,0.1077417270326639,-0.09163484741032964,-0.08739124128013832,-0.07111700071841547,-0.08711968220322781,-0.14732308535890462,0.055688237948574984,OperCashFlowToMarketCap_Change_66
2012-06-01,-0.009380443422563726,0.0009912229552220312,0.005989777302722011,0.014608176799289774,0.10291304270836374,0.06677052000497434,0.06744819479345472,0.0665469452652348,0.06834729495187346,0.07161125812781811,-0.004840738122843774,OperCashFlowToMarketCap_Change_66
2012-06-29,-0.011890736602879065,-0.002445674192077468,0.0023994276924376944,0.008451542539751779,0.05943165134551903,0.018151179194802348,0.015031421507417575,-0.04465491248449859,0.014988979807365127,-0.03384648084727577,0.05199766004207812,OperCashFlowToMarketCap_Change_66
2012-08-01,-0.024431357547705222,-0.0038258875551195155,0.0013009888251102476,0.008726434570222758,0.04624786016117085,0.005841790737388809,0.0027843232822486997,0.02179885740455834,0.036880341809836854,0.06115936039154561,-0.0553175696541568,OperCashFlowToMarketCap_Change_66
2012-08-31,-0.048949160890042365,-0.010452635597904558,-0.005840406282502189,-0.001123352839131279,0.011234933929381474,0.053621576315793985,0.03259556657813784,0.017679518252446996,0.020788263151686626,0.011609133661699645,0.04201244265409434,OperCashFlowToMarketCap_Change_66
2012-10-01,-0.05668201282222487,-0.010818217167398532,-0.005909334861450558,-0.0014423571087074105,0.011252793704608095,0.0150462461862295,0.0021169801549409,-0.0034790641416471897,0.015268743853221222,-0.0068831780219676285,0.02192942420819713,OperCashFlowToMarketCap_Change_66
2012-11-01,-0.05021429822303504,-0.005085508922834311,-0.002039165540036121,0.0010977879371997738,0.013930955575337856,-0.00059082128345168,-0.0054496009604543426,-0.007883642812939243,0.03198599910337991,0.003348462082696685,-0.003939283366148365,OperCashFlowToMarketCap_Change_66
2012-11-30,-0.02854184534391227,-0.0036649305612995627,-0.0006576340081083632,0.0020900154094432894,0.019620809351601397,0.04057403668637606,0.010080685904035437,0.005427015877494606,0.010981537247553763,0.008612511824201356,0.031961524862174705,OperCashFlowToMarketCap_Change_66
